Train Iteration: 100%
9044/9044 [3:46:45<00:00, 1.50s/it]
{'avg_chunks': 3.2, 'loss': 2.3582367420196535, 'learning_rate': 4.503717626247271e-06, 'optimizer_steps': 438}
{'avg_chunks': 2.4, 'loss': 2.2408868312835692, 'learning_rate': 4.503717626247271e-06, 'optimizer_steps': 438}
{'avg_chunks': 3.4, 'loss': 2.4402685165405273, 'learning_rate': 4.503717626247271e-06, 'optimizer_steps': 438}
{'avg_chunks': 3.0, 'loss': 2.2798819541931152, 'learning_rate': 4.468337986124548e-06, 'optimizer_steps': 439}
{'avg_chunks': 2.4, 'loss': 2.3509518623352053, 'learning_rate': 4.468337986124548e-06, 'optimizer_steps': 439}
{'avg_chunks': 2.6, 'loss': 2.404695749282837, 'learning_rate': 4.468337986124548e-06, 'optimizer_steps': 439}
{'avg_chunks': 2.2, 'loss': 2.357882595062256, 'learning_rate': 4.4329583460018246e-06, 'optimizer_steps': 440}
{'avg_chunks': 2.2, 'loss': 2.194210410118103, 'learning_rate': 4.4329583460018246e-06, 'optimizer_steps': 440}
{'avg_chunks': 3.0, 'loss': 2.3974353313446044, 'learning_rate': 4.4329583460018246e-06, 'optimizer_steps': 440}
{'avg_chunks': 2.8, 'loss': 2.3529358863830567, 'learning_rate': 4.397578705879102e-06, 'optimizer_steps': 441}
{'avg_chunks': 2.8, 'loss': 2.23362398147583, 'learning_rate': 4.397578705879102e-06, 'optimizer_steps': 441}
{'avg_chunks': 3.2, 'loss': 2.491489839553833, 'learning_rate': 4.397578705879102e-06, 'optimizer_steps': 441}
{'avg_chunks': 2.8, 'loss': 2.377265739440918, 'learning_rate': 4.397578705879102e-06, 'optimizer_steps': 441}
{'avg_chunks': 2.6, 'loss': 2.63590726852417, 'learning_rate': 4.362199065756378e-06, 'optimizer_steps': 442}
{'avg_chunks': 3.2, 'loss': 2.4229547023773192, 'learning_rate': 4.362199065756378e-06, 'optimizer_steps': 442}
{'avg_chunks': 2.4, 'loss': 2.368910789489746, 'learning_rate': 4.362199065756378e-06, 'optimizer_steps': 442}
{'avg_chunks': 2.4, 'loss': 2.0417076110839845, 'learning_rate': 4.3268194256336555e-06, 'optimizer_steps': 443}
{'avg_chunks': 3.6, 'loss': 2.383839464187622, 'learning_rate': 4.3268194256336555e-06, 'optimizer_steps': 443}
{'avg_chunks': 2.2, 'loss': 2.6209834098815916, 'learning_rate': 4.3268194256336555e-06, 'optimizer_steps': 443}
{'avg_chunks': 2.2, 'loss': 2.408871221542358, 'learning_rate': 4.291439785510932e-06, 'optimizer_steps': 444}
{'avg_chunks': 3.2, 'loss': 2.3498205184936523, 'learning_rate': 4.291439785510932e-06, 'optimizer_steps': 444}
{'avg_chunks': 2.2, 'loss': 2.154407024383545, 'learning_rate': 4.291439785510932e-06, 'optimizer_steps': 444}
{'avg_chunks': 3.0, 'loss': 2.4006871223449706, 'learning_rate': 4.256060145388209e-06, 'optimizer_steps': 445}
{'avg_chunks': 2.8, 'loss': 2.579721736907959, 'learning_rate': 4.256060145388209e-06, 'optimizer_steps': 445}
{'avg_chunks': 3.4, 'loss': 2.3724756240844727, 'learning_rate': 4.256060145388209e-06, 'optimizer_steps': 445}
{'avg_chunks': 2.0, 'loss': 2.1604815483093263, 'learning_rate': 4.2206805052654855e-06, 'optimizer_steps': 446}
{'avg_chunks': 2.8, 'loss': 2.629485607147217, 'learning_rate': 4.2206805052654855e-06, 'optimizer_steps': 446}
{'avg_chunks': 3.2, 'loss': 2.7625959873199464, 'learning_rate': 4.2206805052654855e-06, 'optimizer_steps': 446}
{'avg_chunks': 2.8, 'loss': 2.2196187019348144, 'learning_rate': 4.2206805052654855e-06, 'optimizer_steps': 446}
{'avg_chunks': 2.0, 'loss': 2.377952766418457, 'learning_rate': 4.185300865142763e-06, 'optimizer_steps': 447}
{'avg_chunks': 2.4, 'loss': 2.110839056968689, 'learning_rate': 4.185300865142763e-06, 'optimizer_steps': 447}
{'avg_chunks': 3.8, 'loss': 2.768124485015869, 'learning_rate': 4.185300865142763e-06, 'optimizer_steps': 447}
{'avg_chunks': 2.6, 'loss': 2.5938682079315187, 'learning_rate': 4.149921225020039e-06, 'optimizer_steps': 448}
{'avg_chunks': 2.6, 'loss': 2.212663269042969, 'learning_rate': 4.149921225020039e-06, 'optimizer_steps': 448}
{'avg_chunks': 3.2, 'loss': 2.496863317489624, 'learning_rate': 4.149921225020039e-06, 'optimizer_steps': 448}
{'avg_chunks': 2.2, 'loss': 2.372254180908203, 'learning_rate': 4.1145415848973164e-06, 'optimizer_steps': 449}
{'avg_chunks': 3.2, 'loss': 2.2047858238220215, 'learning_rate': 4.1145415848973164e-06, 'optimizer_steps': 449}
{'avg_chunks': 4.2, 'loss': 2.4726945638656614, 'learning_rate': 4.1145415848973164e-06, 'optimizer_steps': 449}
{'avg_chunks': 2.2, 'loss': 2.434130144119263, 'learning_rate': 4.079161944774594e-06, 'optimizer_steps': 450}
{'avg_chunks': 2.6, 'loss': 2.502886724472046, 'learning_rate': 4.079161944774594e-06, 'optimizer_steps': 450}
{'avg_chunks': 3.8, 'loss': 2.3302940130233765, 'learning_rate': 4.079161944774594e-06, 'optimizer_steps': 450}
{'avg_chunks': 2.6, 'loss': 2.26984281539917, 'learning_rate': 4.04378230465187e-06, 'optimizer_steps': 451}
{'avg_chunks': 2.6, 'loss': 2.3250858545303346, 'learning_rate': 4.04378230465187e-06, 'optimizer_steps': 451}
{'avg_chunks': 3.0, 'loss': 2.2992334842681883, 'learning_rate': 4.04378230465187e-06, 'optimizer_steps': 451}
{'avg_chunks': 3.0, 'loss': 2.448444938659668, 'learning_rate': 4.04378230465187e-06, 'optimizer_steps': 451}
{'avg_chunks': 3.0, 'loss': 2.4673006534576416, 'learning_rate': 4.0084026645291465e-06, 'optimizer_steps': 452}
{'avg_chunks': 2.6, 'loss': 2.4362102508544923, 'learning_rate': 4.0084026645291465e-06, 'optimizer_steps': 452}
{'avg_chunks': 3.6, 'loss': 2.7114195346832277, 'learning_rate': 4.0084026645291465e-06, 'optimizer_steps': 452}
{'avg_chunks': 2.4, 'loss': 2.146753358840942, 'learning_rate': 3.973023024406424e-06, 'optimizer_steps': 453}
{'avg_chunks': 2.6, 'loss': 2.715283489227295, 'learning_rate': 3.973023024406424e-06, 'optimizer_steps': 453}
{'avg_chunks': 2.4, 'loss': 1.8876706600189208, 'learning_rate': 3.973023024406424e-06, 'optimizer_steps': 453}
{'avg_chunks': 3.6, 'loss': 2.5129292964935304, 'learning_rate': 3.937643384283701e-06, 'optimizer_steps': 454}
{'avg_chunks': 3.4, 'loss': 2.425928544998169, 'learning_rate': 3.937643384283701e-06, 'optimizer_steps': 454}
{'avg_chunks': 2.6, 'loss': 2.2574118852615355, 'learning_rate': 3.937643384283701e-06, 'optimizer_steps': 454}
{'avg_chunks': 2.4, 'loss': 2.207181286811829, 'learning_rate': 3.902263744160978e-06, 'optimizer_steps': 455}
{'avg_chunks': 3.0, 'loss': 2.4161352157592773, 'learning_rate': 3.902263744160978e-06, 'optimizer_steps': 455}
{'avg_chunks': 2.8, 'loss': 2.2455652236938475, 'learning_rate': 3.902263744160978e-06, 'optimizer_steps': 455}
{'avg_chunks': 2.6, 'loss': 2.242961883544922, 'learning_rate': 3.866884104038255e-06, 'optimizer_steps': 456}
{'avg_chunks': 3.6, 'loss': 2.594460439682007, 'learning_rate': 3.866884104038255e-06, 'optimizer_steps': 456}
{'avg_chunks': 2.6, 'loss': 2.2672778844833372, 'learning_rate': 3.866884104038255e-06, 'optimizer_steps': 456}
{'avg_chunks': 2.8, 'loss': 2.1958626985549925, 'learning_rate': 3.866884104038255e-06, 'optimizer_steps': 456}
{'avg_chunks': 3.0, 'loss': 2.3471514225006103, 'learning_rate': 3.831504463915531e-06, 'optimizer_steps': 457}
{'avg_chunks': 3.0, 'loss': 2.236708164215088, 'learning_rate': 3.831504463915531e-06, 'optimizer_steps': 457}
{'avg_chunks': 2.8, 'loss': 2.4056047677993773, 'learning_rate': 3.831504463915531e-06, 'optimizer_steps': 457}
{'avg_chunks': 2.6, 'loss': 2.5570484161376954, 'learning_rate': 3.7961248237928083e-06, 'optimizer_steps': 458}
{'avg_chunks': 2.4, 'loss': 2.304690957069397, 'learning_rate': 3.7961248237928083e-06, 'optimizer_steps': 458}
{'avg_chunks': 2.6, 'loss': 2.7176169872283937, 'learning_rate': 3.7961248237928083e-06, 'optimizer_steps': 458}
{'avg_chunks': 3.2, 'loss': 2.412593412399292, 'learning_rate': 3.760745183670085e-06, 'optimizer_steps': 459}
{'avg_chunks': 3.8, 'loss': 2.5597959995269775, 'learning_rate': 3.760745183670085e-06, 'optimizer_steps': 459}
{'avg_chunks': 2.4, 'loss': 2.486131763458252, 'learning_rate': 3.760745183670085e-06, 'optimizer_steps': 459}
{'avg_chunks': 3.0, 'loss': 2.417713832855225, 'learning_rate': 3.725365543547362e-06, 'optimizer_steps': 460}
{'avg_chunks': 3.2, 'loss': 2.4220312595367433, 'learning_rate': 3.725365543547362e-06, 'optimizer_steps': 460}
{'avg_chunks': 2.8, 'loss': 2.4143743991851805, 'learning_rate': 3.725365543547362e-06, 'optimizer_steps': 460}
{'avg_chunks': 3.2, 'loss': 2.3813331604003904, 'learning_rate': 3.689985903424639e-06, 'optimizer_steps': 461}
{'avg_chunks': 2.6, 'loss': 2.209804105758667, 'learning_rate': 3.689985903424639e-06, 'optimizer_steps': 461}
{'avg_chunks': 2.0, 'loss': 2.2314342260360718, 'learning_rate': 3.689985903424639e-06, 'optimizer_steps': 461}
{'avg_chunks': 3.0, 'loss': 2.019770312309265, 'learning_rate': 3.689985903424639e-06, 'optimizer_steps': 461}
{'avg_chunks': 4.0, 'loss': 2.292891025543213, 'learning_rate': 3.6546062633019157e-06, 'optimizer_steps': 462}
{'avg_chunks': 2.4, 'loss': 2.4428065061569213, 'learning_rate': 3.6546062633019157e-06, 'optimizer_steps': 462}
{'avg_chunks': 2.8, 'loss': 2.6079702377319336, 'learning_rate': 3.6546062633019157e-06, 'optimizer_steps': 462}
{'avg_chunks': 2.6, 'loss': 2.2725371360778808, 'learning_rate': 3.619226623179193e-06, 'optimizer_steps': 463}
{'avg_chunks': 2.6, 'loss': 2.369947671890259, 'learning_rate': 3.619226623179193e-06, 'optimizer_steps': 463}
{'avg_chunks': 2.2, 'loss': 2.2193164110183714, 'learning_rate': 3.619226623179193e-06, 'optimizer_steps': 463}
{'avg_chunks': 2.8, 'loss': 2.4486429691314697, 'learning_rate': 3.5838469830564693e-06, 'optimizer_steps': 464}
{'avg_chunks': 2.6, 'loss': 2.0984574794769286, 'learning_rate': 3.5838469830564693e-06, 'optimizer_steps': 464}
{'avg_chunks': 3.2, 'loss': 2.353742218017578, 'learning_rate': 3.5838469830564693e-06, 'optimizer_steps': 464}
{'avg_chunks': 3.2, 'loss': 2.3075102806091308, 'learning_rate': 3.548467342933746e-06, 'optimizer_steps': 465}
{'avg_chunks': 3.4, 'loss': 2.3474162578582765, 'learning_rate': 3.548467342933746e-06, 'optimizer_steps': 465}
{'avg_chunks': 3.0, 'loss': 2.6623395442962647, 'learning_rate': 3.548467342933746e-06, 'optimizer_steps': 465}
{'avg_chunks': 3.0, 'loss': 2.6838522434234617, 'learning_rate': 3.5130877028110234e-06, 'optimizer_steps': 466}
{'avg_chunks': 3.2, 'loss': 2.3374317407608034, 'learning_rate': 3.5130877028110234e-06, 'optimizer_steps': 466}
{'avg_chunks': 3.8, 'loss': 2.6984785556793214, 'learning_rate': 3.5130877028110234e-06, 'optimizer_steps': 466}
{'avg_chunks': 4.2, 'loss': 2.5483410358428955, 'learning_rate': 3.5130877028110234e-06, 'optimizer_steps': 466}
{'avg_chunks': 4.0, 'loss': 2.413893222808838, 'learning_rate': 3.4777080626883002e-06, 'optimizer_steps': 467}
{'avg_chunks': 3.4, 'loss': 2.130673861503601, 'learning_rate': 3.4777080626883002e-06, 'optimizer_steps': 467}
{'avg_chunks': 3.4, 'loss': 2.6685617446899412, 'learning_rate': 3.4777080626883002e-06, 'optimizer_steps': 467}
{'avg_chunks': 2.6, 'loss': 2.532236433029175, 'learning_rate': 3.4423284225655766e-06, 'optimizer_steps': 468}
{'avg_chunks': 2.0, 'loss': 2.279684543609619, 'learning_rate': 3.4423284225655766e-06, 'optimizer_steps': 468}
{'avg_chunks': 2.6, 'loss': 2.4971830368041994, 'learning_rate': 3.4423284225655766e-06, 'optimizer_steps': 468}
{'avg_chunks': 3.6, 'loss': 2.3694237232208253, 'learning_rate': 3.406948782442854e-06, 'optimizer_steps': 469}
{'avg_chunks': 3.4, 'loss': 2.3341042518615724, 'learning_rate': 3.406948782442854e-06, 'optimizer_steps': 469}
{'avg_chunks': 4.6, 'loss': 2.549809193611145, 'learning_rate': 3.406948782442854e-06, 'optimizer_steps': 469}
{'avg_chunks': 2.6, 'loss': 2.4806220054626467, 'learning_rate': 3.3715691423201307e-06, 'optimizer_steps': 470}
{'avg_chunks': 2.6, 'loss': 2.341969442367554, 'learning_rate': 3.3715691423201307e-06, 'optimizer_steps': 470}
{'avg_chunks': 2.4, 'loss': 2.3374674320220947, 'learning_rate': 3.3715691423201307e-06, 'optimizer_steps': 470}
{'avg_chunks': 2.6, 'loss': 2.133854842185974, 'learning_rate': 3.336189502197408e-06, 'optimizer_steps': 471}
{'avg_chunks': 2.2, 'loss': 2.4529873847961428, 'learning_rate': 3.336189502197408e-06, 'optimizer_steps': 471}
{'avg_chunks': 3.2, 'loss': 1.9551259279251099, 'learning_rate': 3.336189502197408e-06, 'optimizer_steps': 471}
{'avg_chunks': 2.2, 'loss': 2.1589926719665526, 'learning_rate': 3.336189502197408e-06, 'optimizer_steps': 471}
{'avg_chunks': 3.0, 'loss': 2.3687070846557616, 'learning_rate': 3.3008098620746844e-06, 'optimizer_steps': 472}
{'avg_chunks': 2.2, 'loss': 2.3394834995269775, 'learning_rate': 3.3008098620746844e-06, 'optimizer_steps': 472}
{'avg_chunks': 3.4, 'loss': 2.679086923599243, 'learning_rate': 3.3008098620746844e-06, 'optimizer_steps': 472}
{'avg_chunks': 3.0, 'loss': 2.8150440216064454, 'learning_rate': 3.265430221951961e-06, 'optimizer_steps': 473}
{'avg_chunks': 2.6, 'loss': 2.1591950416564942, 'learning_rate': 3.265430221951961e-06, 'optimizer_steps': 473}
{'avg_chunks': 2.2, 'loss': 2.3027483224868774, 'learning_rate': 3.265430221951961e-06, 'optimizer_steps': 473}
{'avg_chunks': 3.0, 'loss': 2.361611008644104, 'learning_rate': 3.230050581829238e-06, 'optimizer_steps': 474}
{'avg_chunks': 2.4, 'loss': 2.2801626682281495, 'learning_rate': 3.230050581829238e-06, 'optimizer_steps': 474}
{'avg_chunks': 3.0, 'loss': 2.5328075885772705, 'learning_rate': 3.230050581829238e-06, 'optimizer_steps': 474}
{'avg_chunks': 3.6, 'loss': 2.2040026664733885, 'learning_rate': 3.1946709417065153e-06, 'optimizer_steps': 475}
{'avg_chunks': 3.0, 'loss': 2.1056715726852415, 'learning_rate': 3.1946709417065153e-06, 'optimizer_steps': 475}
{'avg_chunks': 2.4, 'loss': 2.3324071168899536, 'learning_rate': 3.1946709417065153e-06, 'optimizer_steps': 475}
{'avg_chunks': 2.0, 'loss': 2.1957741498947145, 'learning_rate': 3.1592913015837917e-06, 'optimizer_steps': 476}
{'avg_chunks': 2.6, 'loss': 2.3359601736068725, 'learning_rate': 3.1592913015837917e-06, 'optimizer_steps': 476}
{'avg_chunks': 3.6, 'loss': 2.244894504547119, 'learning_rate': 3.1592913015837917e-06, 'optimizer_steps': 476}
{'avg_chunks': 3.0, 'loss': 2.52892951965332, 'learning_rate': 3.1592913015837917e-06, 'optimizer_steps': 476}
{'avg_chunks': 2.8, 'loss': 2.150878930091858, 'learning_rate': 3.1239116614610685e-06, 'optimizer_steps': 477}
{'avg_chunks': 2.6, 'loss': 2.36104679107666, 'learning_rate': 3.1239116614610685e-06, 'optimizer_steps': 477}
{'avg_chunks': 3.2, 'loss': 2.2929877996444703, 'learning_rate': 3.1239116614610685e-06, 'optimizer_steps': 477}
{'avg_chunks': 2.4, 'loss': 2.414159321784973, 'learning_rate': 3.0885320213383458e-06, 'optimizer_steps': 478}
{'avg_chunks': 2.2, 'loss': 2.2417775869369505, 'learning_rate': 3.0885320213383458e-06, 'optimizer_steps': 478}
{'avg_chunks': 4.0, 'loss': 2.4442286014556887, 'learning_rate': 3.0885320213383458e-06, 'optimizer_steps': 478}
{'avg_chunks': 2.6, 'loss': 2.5884392261505127, 'learning_rate': 3.0531523812156226e-06, 'optimizer_steps': 479}
{'avg_chunks': 2.8, 'loss': 2.2646743059158325, 'learning_rate': 3.0531523812156226e-06, 'optimizer_steps': 479}
{'avg_chunks': 2.6, 'loss': 2.2899810791015627, 'learning_rate': 3.0531523812156226e-06, 'optimizer_steps': 479}
{'avg_chunks': 4.0, 'loss': 2.738482046127319, 'learning_rate': 3.017772741092899e-06, 'optimizer_steps': 480}
{'avg_chunks': 3.0, 'loss': 2.4515264511108397, 'learning_rate': 3.017772741092899e-06, 'optimizer_steps': 480}
{'avg_chunks': 3.0, 'loss': 2.518182897567749, 'learning_rate': 3.017772741092899e-06, 'optimizer_steps': 480}
{'avg_chunks': 3.2, 'loss': 2.656021547317505, 'learning_rate': 2.9823931009701763e-06, 'optimizer_steps': 481}
{'avg_chunks': 3.8, 'loss': 2.7410061359405518, 'learning_rate': 2.9823931009701763e-06, 'optimizer_steps': 481}
{'avg_chunks': 3.0, 'loss': 2.090168333053589, 'learning_rate': 2.9823931009701763e-06, 'optimizer_steps': 481}
{'avg_chunks': 2.2, 'loss': 2.61804838180542, 'learning_rate': 2.9823931009701763e-06, 'optimizer_steps': 481}
{'avg_chunks': 3.2, 'loss': 2.666526365280151, 'learning_rate': 2.947013460847453e-06, 'optimizer_steps': 482}
{'avg_chunks': 3.6, 'loss': 2.5432177066802977, 'learning_rate': 2.947013460847453e-06, 'optimizer_steps': 482}
{'avg_chunks': 2.8, 'loss': 2.900695323944092, 'learning_rate': 2.947013460847453e-06, 'optimizer_steps': 482}
{'avg_chunks': 3.0, 'loss': 2.4169636249542235, 'learning_rate': 2.9116338207247304e-06, 'optimizer_steps': 483}
{'avg_chunks': 3.4, 'loss': 2.481909441947937, 'learning_rate': 2.9116338207247304e-06, 'optimizer_steps': 483}
{'avg_chunks': 2.4, 'loss': 2.0463712215423584, 'learning_rate': 2.9116338207247304e-06, 'optimizer_steps': 483}
{'avg_chunks': 3.2, 'loss': 2.2341416597366335, 'learning_rate': 2.8762541806020068e-06, 'optimizer_steps': 484}
{'avg_chunks': 3.8, 'loss': 2.565296173095703, 'learning_rate': 2.8762541806020068e-06, 'optimizer_steps': 484}
{'avg_chunks': 2.8, 'loss': 2.3562093019485473, 'learning_rate': 2.8762541806020068e-06, 'optimizer_steps': 484}
{'avg_chunks': 2.4, 'loss': 2.4279222011566164, 'learning_rate': 2.8408745404792836e-06, 'optimizer_steps': 485}
{'avg_chunks': 2.8, 'loss': 2.6136725425720213, 'learning_rate': 2.8408745404792836e-06, 'optimizer_steps': 485}
{'avg_chunks': 2.8, 'loss': 2.9348649978637695, 'learning_rate': 2.8408745404792836e-06, 'optimizer_steps': 485}
{'avg_chunks': 3.4, 'loss': 2.4810750484466553, 'learning_rate': 2.805494900356561e-06, 'optimizer_steps': 486}
{'avg_chunks': 3.2, 'loss': 2.445141315460205, 'learning_rate': 2.805494900356561e-06, 'optimizer_steps': 486}
{'avg_chunks': 2.8, 'loss': 2.3650421142578124, 'learning_rate': 2.805494900356561e-06, 'optimizer_steps': 486}
{'avg_chunks': 2.8, 'loss': 2.470840072631836, 'learning_rate': 2.805494900356561e-06, 'optimizer_steps': 486}
{'avg_chunks': 2.6, 'loss': 2.2225711345672607, 'learning_rate': 2.7701152602338377e-06, 'optimizer_steps': 487}
{'avg_chunks': 2.2, 'loss': 2.4711911201477053, 'learning_rate': 2.7701152602338377e-06, 'optimizer_steps': 487}
{'avg_chunks': 4.4, 'loss': 2.399813413619995, 'learning_rate': 2.7701152602338377e-06, 'optimizer_steps': 487}
{'avg_chunks': 4.2, 'loss': 2.5402381896972654, 'learning_rate': 2.734735620111114e-06, 'optimizer_steps': 488}
{'avg_chunks': 3.8, 'loss': 2.4194161891937256, 'learning_rate': 2.734735620111114e-06, 'optimizer_steps': 488}
{'avg_chunks': 2.4, 'loss': 2.1483787536621093, 'learning_rate': 2.734735620111114e-06, 'optimizer_steps': 488}
{'avg_chunks': 3.2, 'loss': 2.4846656799316404, 'learning_rate': 2.6993559799883913e-06, 'optimizer_steps': 489}
{'avg_chunks': 3.2, 'loss': 2.7318862438201905, 'learning_rate': 2.6993559799883913e-06, 'optimizer_steps': 489}
{'avg_chunks': 2.8, 'loss': 2.6175696849823, 'learning_rate': 2.6993559799883913e-06, 'optimizer_steps': 489}
{'avg_chunks': 3.4, 'loss': 2.6387278556823732, 'learning_rate': 2.663976339865668e-06, 'optimizer_steps': 490}
{'avg_chunks': 2.6, 'loss': 2.0975752115249633, 'learning_rate': 2.663976339865668e-06, 'optimizer_steps': 490}
{'avg_chunks': 2.6, 'loss': 2.4054933547973634, 'learning_rate': 2.663976339865668e-06, 'optimizer_steps': 490}
{'avg_chunks': 3.2, 'loss': 2.4980244636535645, 'learning_rate': 2.628596699742945e-06, 'optimizer_steps': 491}
{'avg_chunks': 2.4, 'loss': 2.291351842880249, 'learning_rate': 2.628596699742945e-06, 'optimizer_steps': 491}
{'avg_chunks': 2.2, 'loss': 2.296077013015747, 'learning_rate': 2.628596699742945e-06, 'optimizer_steps': 491}
{'avg_chunks': 3.0, 'loss': 2.155414843559265, 'learning_rate': 2.628596699742945e-06, 'optimizer_steps': 491}
{'avg_chunks': 2.6, 'loss': 2.2540856838226317, 'learning_rate': 2.593217059620222e-06, 'optimizer_steps': 492}
{'avg_chunks': 2.6, 'loss': 2.125915861129761, 'learning_rate': 2.593217059620222e-06, 'optimizer_steps': 492}
{'avg_chunks': 4.2, 'loss': 2.6872735261917113, 'learning_rate': 2.593217059620222e-06, 'optimizer_steps': 492}
{'avg_chunks': 2.6, 'loss': 2.4405707359313964, 'learning_rate': 2.5578374194974987e-06, 'optimizer_steps': 493}
{'avg_chunks': 3.6, 'loss': 2.266579842567444, 'learning_rate': 2.5578374194974987e-06, 'optimizer_steps': 493}
{'avg_chunks': 2.6, 'loss': 2.5378507137298585, 'learning_rate': 2.5578374194974987e-06, 'optimizer_steps': 493}
{'avg_chunks': 3.0, 'loss': 2.3515832901000975, 'learning_rate': 2.5224577793747755e-06, 'optimizer_steps': 494}
{'avg_chunks': 2.0, 'loss': 2.0871357917785645, 'learning_rate': 2.5224577793747755e-06, 'optimizer_steps': 494}
{'avg_chunks': 2.8, 'loss': 2.5378127098083496, 'learning_rate': 2.5224577793747755e-06, 'optimizer_steps': 494}
{'avg_chunks': 3.0, 'loss': 2.67242636680603, 'learning_rate': 2.4870781392520523e-06, 'optimizer_steps': 495}
{'avg_chunks': 2.2, 'loss': 2.476660060882568, 'learning_rate': 2.4870781392520523e-06, 'optimizer_steps': 495}
{'avg_chunks': 2.2, 'loss': 2.343849778175354, 'learning_rate': 2.4870781392520523e-06, 'optimizer_steps': 495}
{'avg_chunks': 2.4, 'loss': 2.212510180473328, 'learning_rate': 2.4516984991293296e-06, 'optimizer_steps': 496}
{'avg_chunks': 2.8, 'loss': 2.441082739830017, 'learning_rate': 2.4516984991293296e-06, 'optimizer_steps': 496}
{'avg_chunks': 3.6, 'loss': 2.6331663131713867, 'learning_rate': 2.4516984991293296e-06, 'optimizer_steps': 496}
{'avg_chunks': 3.6, 'loss': 2.425174522399902, 'learning_rate': 2.4516984991293296e-06, 'optimizer_steps': 496}
{'avg_chunks': 3.6, 'loss': 2.214407444000244, 'learning_rate': 2.416318859006606e-06, 'optimizer_steps': 497}
{'avg_chunks': 2.8, 'loss': 1.9917596340179444, 'learning_rate': 2.416318859006606e-06, 'optimizer_steps': 497}
{'avg_chunks': 4.2, 'loss': 3.0244607448577883, 'learning_rate': 2.416318859006606e-06, 'optimizer_steps': 497}
{'avg_chunks': 2.4, 'loss': 2.266734766960144, 'learning_rate': 2.3809392188838832e-06, 'optimizer_steps': 498}
{'avg_chunks': 2.8, 'loss': 2.6562565326690675, 'learning_rate': 2.3809392188838832e-06, 'optimizer_steps': 498}
{'avg_chunks': 3.0, 'loss': 2.4601510047912596, 'learning_rate': 2.3809392188838832e-06, 'optimizer_steps': 498}
{'avg_chunks': 3.4, 'loss': 2.7314992904663087, 'learning_rate': 2.34555957876116e-06, 'optimizer_steps': 499}
{'avg_chunks': 2.4, 'loss': 2.5134954929351805, 'learning_rate': 2.34555957876116e-06, 'optimizer_steps': 499}
{'avg_chunks': 3.4, 'loss': 2.531584358215332, 'learning_rate': 2.34555957876116e-06, 'optimizer_steps': 499}
{'avg_chunks': 2.0, 'loss': 2.508420133590698, 'learning_rate': 2.310179938638437e-06, 'optimizer_steps': 500}
{'avg_chunks': 3.2, 'loss': 2.4433494329452516, 'learning_rate': 2.310179938638437e-06, 'optimizer_steps': 500}
{'avg_chunks': 3.2, 'loss': 2.4922426462173464, 'learning_rate': 2.310179938638437e-06, 'optimizer_steps': 500}
{'avg_chunks': 2.6, 'loss': 2.1539988040924074, 'learning_rate': 2.2748002985157137e-06, 'optimizer_steps': 501}
Save completed. storage/outputs/xlnet_trainer_checkpoints/chkpt_8000
Val Iteration: 100%
1532/1533 [20:25<00:00, 1.25it/s]

Validation loss: 2.217207099323149
{'avg_chunks': 2.2, 'loss': 2.4843112945556642, 'learning_rate': 2.2748002985157137e-06, 'optimizer_steps': 501}
{'avg_chunks': 3.4, 'loss': 2.3857664585113527, 'learning_rate': 2.2748002985157137e-06, 'optimizer_steps': 501}
{'avg_chunks': 3.2, 'loss': 2.692183828353882, 'learning_rate': 2.2748002985157137e-06, 'optimizer_steps': 501}
{'avg_chunks': 2.4, 'loss': 2.226757860183716, 'learning_rate': 2.2394206583929905e-06, 'optimizer_steps': 502}
{'avg_chunks': 2.4, 'loss': 2.110710024833679, 'learning_rate': 2.2394206583929905e-06, 'optimizer_steps': 502}
{'avg_chunks': 3.4, 'loss': 2.374977707862854, 'learning_rate': 2.2394206583929905e-06, 'optimizer_steps': 502}
{'avg_chunks': 3.8, 'loss': 2.690329909324646, 'learning_rate': 2.2040410182702674e-06, 'optimizer_steps': 503}
{'avg_chunks': 3.2, 'loss': 2.290863013267517, 'learning_rate': 2.2040410182702674e-06, 'optimizer_steps': 503}
{'avg_chunks': 4.2, 'loss': 2.4501380443573, 'learning_rate': 2.2040410182702674e-06, 'optimizer_steps': 503}
{'avg_chunks': 4.0, 'loss': 2.2539924144744874, 'learning_rate': 2.168661378147544e-06, 'optimizer_steps': 504}
{'avg_chunks': 3.6, 'loss': 2.5654919147491455, 'learning_rate': 2.168661378147544e-06, 'optimizer_steps': 504}
{'avg_chunks': 2.6, 'loss': 2.337437295913696, 'learning_rate': 2.168661378147544e-06, 'optimizer_steps': 504}
{'avg_chunks': 3.0, 'loss': 2.545704650878906, 'learning_rate': 2.133281738024821e-06, 'optimizer_steps': 505}
{'avg_chunks': 2.8, 'loss': 2.4370467185974123, 'learning_rate': 2.133281738024821e-06, 'optimizer_steps': 505}
{'avg_chunks': 3.8, 'loss': 2.4804922103881837, 'learning_rate': 2.133281738024821e-06, 'optimizer_steps': 505}
{'avg_chunks': 2.2, 'loss': 2.4659961223602296, 'learning_rate': 2.0979020979020983e-06, 'optimizer_steps': 506}
{'avg_chunks': 3.2, 'loss': 2.6570981979370116, 'learning_rate': 2.0979020979020983e-06, 'optimizer_steps': 506}
{'avg_chunks': 3.4, 'loss': 2.526226854324341, 'learning_rate': 2.0979020979020983e-06, 'optimizer_steps': 506}
