Train Iteration: 100%
9019/9019 [3:51:53<00:00, 1.54s/it]
{'avg_chunks': 2.8, 'loss': 2.2266672611236573, 'learning_rate': 4.957454474902298e-06, 'optimizer_steps': 424}
{'avg_chunks': 3.0, 'loss': 2.226494026184082, 'learning_rate': 4.957454474902298e-06, 'optimizer_steps': 424}
{'avg_chunks': 3.4, 'loss': 2.28647243976593, 'learning_rate': 4.957454474902298e-06, 'optimizer_steps': 424}
{'avg_chunks': 3.2, 'loss': 2.2039022922515867, 'learning_rate': 4.921976773192162e-06, 'optimizer_steps': 425}
{'avg_chunks': 3.0, 'loss': 2.6532209396362303, 'learning_rate': 4.921976773192162e-06, 'optimizer_steps': 425}
{'avg_chunks': 4.2, 'loss': 2.4298080444335937, 'learning_rate': 4.921976773192162e-06, 'optimizer_steps': 425}
{'avg_chunks': 2.6, 'loss': 2.109021210670471, 'learning_rate': 4.8864990714820255e-06, 'optimizer_steps': 426}
{'avg_chunks': 2.8, 'loss': 2.1494016885757445, 'learning_rate': 4.8864990714820255e-06, 'optimizer_steps': 426}
{'avg_chunks': 2.6, 'loss': 2.4760355949401855, 'learning_rate': 4.8864990714820255e-06, 'optimizer_steps': 426}
{'avg_chunks': 3.0, 'loss': 2.4494595527648926, 'learning_rate': 4.8864990714820255e-06, 'optimizer_steps': 426}
{'avg_chunks': 3.6, 'loss': 2.793468952178955, 'learning_rate': 4.85102136977189e-06, 'optimizer_steps': 427}
{'avg_chunks': 2.2, 'loss': 2.006989288330078, 'learning_rate': 4.85102136977189e-06, 'optimizer_steps': 427}
{'avg_chunks': 3.8, 'loss': 2.4187312602996824, 'learning_rate': 4.85102136977189e-06, 'optimizer_steps': 427}
{'avg_chunks': 2.6, 'loss': 2.413427209854126, 'learning_rate': 4.815543668061754e-06, 'optimizer_steps': 428}
{'avg_chunks': 3.6, 'loss': 2.6796072483062745, 'learning_rate': 4.815543668061754e-06, 'optimizer_steps': 428}
{'avg_chunks': 2.8, 'loss': 2.308806848526001, 'learning_rate': 4.815543668061754e-06, 'optimizer_steps': 428}
{'avg_chunks': 3.0, 'loss': 2.254477071762085, 'learning_rate': 4.7800659663516175e-06, 'optimizer_steps': 429}
{'avg_chunks': 3.0, 'loss': 2.35385799407959, 'learning_rate': 4.7800659663516175e-06, 'optimizer_steps': 429}
{'avg_chunks': 3.0, 'loss': 2.1336881637573244, 'learning_rate': 4.7800659663516175e-06, 'optimizer_steps': 429}
{'avg_chunks': 3.4, 'loss': 2.2480416297912598, 'learning_rate': 4.744588264641482e-06, 'optimizer_steps': 430}
{'avg_chunks': 2.8, 'loss': 2.3397783756256105, 'learning_rate': 4.744588264641482e-06, 'optimizer_steps': 430}
{'avg_chunks': 2.6, 'loss': 2.3898571491241456, 'learning_rate': 4.744588264641482e-06, 'optimizer_steps': 430}
{'avg_chunks': 3.8, 'loss': 2.2982250690460204, 'learning_rate': 4.709110562931345e-06, 'optimizer_steps': 431}
{'avg_chunks': 2.6, 'loss': 2.327274703979492, 'learning_rate': 4.709110562931345e-06, 'optimizer_steps': 431}
{'avg_chunks': 3.2, 'loss': 2.4246981143951416, 'learning_rate': 4.709110562931345e-06, 'optimizer_steps': 431}
{'avg_chunks': 3.0, 'loss': 2.334926986694336, 'learning_rate': 4.709110562931345e-06, 'optimizer_steps': 431}
{'avg_chunks': 2.6, 'loss': 2.5434621810913085, 'learning_rate': 4.6736328612212095e-06, 'optimizer_steps': 432}
{'avg_chunks': 3.6, 'loss': 2.518509769439697, 'learning_rate': 4.6736328612212095e-06, 'optimizer_steps': 432}
{'avg_chunks': 3.4, 'loss': 2.075861930847168, 'learning_rate': 4.6736328612212095e-06, 'optimizer_steps': 432}
{'avg_chunks': 3.2, 'loss': 2.307966780662537, 'learning_rate': 4.638155159511074e-06, 'optimizer_steps': 433}
{'avg_chunks': 2.8, 'loss': 2.208817172050476, 'learning_rate': 4.638155159511074e-06, 'optimizer_steps': 433}
{'avg_chunks': 3.4, 'loss': 2.089048647880554, 'learning_rate': 4.638155159511074e-06, 'optimizer_steps': 433}
{'avg_chunks': 3.8, 'loss': 2.243697428703308, 'learning_rate': 4.602677457800937e-06, 'optimizer_steps': 434}
{'avg_chunks': 3.0, 'loss': 2.147525930404663, 'learning_rate': 4.602677457800937e-06, 'optimizer_steps': 434}
{'avg_chunks': 2.6, 'loss': 2.2489078044891357, 'learning_rate': 4.602677457800937e-06, 'optimizer_steps': 434}
{'avg_chunks': 3.0, 'loss': 2.337108016014099, 'learning_rate': 4.567199756090801e-06, 'optimizer_steps': 435}
{'avg_chunks': 4.0, 'loss': 2.3142499208450316, 'learning_rate': 4.567199756090801e-06, 'optimizer_steps': 435}
{'avg_chunks': 2.8, 'loss': 2.1970381259918215, 'learning_rate': 4.567199756090801e-06, 'optimizer_steps': 435}
{'avg_chunks': 2.6, 'loss': 2.289798378944397, 'learning_rate': 4.531722054380665e-06, 'optimizer_steps': 436}
{'avg_chunks': 2.8, 'loss': 2.305282950401306, 'learning_rate': 4.531722054380665e-06, 'optimizer_steps': 436}
{'avg_chunks': 3.4, 'loss': 2.2994617938995363, 'learning_rate': 4.531722054380665e-06, 'optimizer_steps': 436}
{'avg_chunks': 2.6, 'loss': 2.2238479137420653, 'learning_rate': 4.531722054380665e-06, 'optimizer_steps': 436}
{'avg_chunks': 3.2, 'loss': 2.1520707607269287, 'learning_rate': 4.496244352670529e-06, 'optimizer_steps': 437}
{'avg_chunks': 3.2, 'loss': 2.7166045665740968, 'learning_rate': 4.496244352670529e-06, 'optimizer_steps': 437}
{'avg_chunks': 2.0, 'loss': 2.24912850856781, 'learning_rate': 4.496244352670529e-06, 'optimizer_steps': 437}
{'avg_chunks': 2.6, 'loss': 2.2810909271240236, 'learning_rate': 4.460766650960393e-06, 'optimizer_steps': 438}
{'avg_chunks': 3.6, 'loss': 2.0191372632980347, 'learning_rate': 4.460766650960393e-06, 'optimizer_steps': 438}
{'avg_chunks': 4.8, 'loss': 2.6900290966033937, 'learning_rate': 4.460766650960393e-06, 'optimizer_steps': 438}
{'avg_chunks': 3.0, 'loss': 2.138841986656189, 'learning_rate': 4.425288949250256e-06, 'optimizer_steps': 439}
{'avg_chunks': 2.6, 'loss': 2.1920183658599854, 'learning_rate': 4.425288949250256e-06, 'optimizer_steps': 439}
{'avg_chunks': 2.6, 'loss': 2.170090389251709, 'learning_rate': 4.425288949250256e-06, 'optimizer_steps': 439}
{'avg_chunks': 3.2, 'loss': 2.2360626220703126, 'learning_rate': 4.3898112475401204e-06, 'optimizer_steps': 440}
{'avg_chunks': 2.4, 'loss': 2.335406851768494, 'learning_rate': 4.3898112475401204e-06, 'optimizer_steps': 440}
{'avg_chunks': 2.2, 'loss': 2.1935027599334718, 'learning_rate': 4.3898112475401204e-06, 'optimizer_steps': 440}
{'avg_chunks': 3.2, 'loss': 2.1018260717391968, 'learning_rate': 4.354333545829985e-06, 'optimizer_steps': 441}
{'avg_chunks': 2.6, 'loss': 2.203863334655762, 'learning_rate': 4.354333545829985e-06, 'optimizer_steps': 441}
{'avg_chunks': 3.4, 'loss': 2.3844183921813964, 'learning_rate': 4.354333545829985e-06, 'optimizer_steps': 441}
{'avg_chunks': 3.2, 'loss': 2.0744708299636843, 'learning_rate': 4.354333545829985e-06, 'optimizer_steps': 441}
{'avg_chunks': 3.4, 'loss': 2.1638142585754396, 'learning_rate': 4.318855844119849e-06, 'optimizer_steps': 442}
{'avg_chunks': 3.0, 'loss': 2.2474679231643675, 'learning_rate': 4.318855844119849e-06, 'optimizer_steps': 442}
{'avg_chunks': 3.0, 'loss': 2.4049939632415773, 'learning_rate': 4.318855844119849e-06, 'optimizer_steps': 442}
{'avg_chunks': 3.2, 'loss': 2.6121262550354003, 'learning_rate': 4.2833781424097124e-06, 'optimizer_steps': 443}
{'avg_chunks': 2.8, 'loss': 2.3520382404327393, 'learning_rate': 4.2833781424097124e-06, 'optimizer_steps': 443}
{'avg_chunks': 2.8, 'loss': 2.423403191566467, 'learning_rate': 4.2833781424097124e-06, 'optimizer_steps': 443}
{'avg_chunks': 2.6, 'loss': 2.136104106903076, 'learning_rate': 4.247900440699576e-06, 'optimizer_steps': 444}
{'avg_chunks': 3.2, 'loss': 2.276714563369751, 'learning_rate': 4.247900440699576e-06, 'optimizer_steps': 444}
{'avg_chunks': 3.6, 'loss': 2.3282230377197264, 'learning_rate': 4.247900440699576e-06, 'optimizer_steps': 444}
{'avg_chunks': 2.4, 'loss': 2.1525316715240477, 'learning_rate': 4.21242273898944e-06, 'optimizer_steps': 445}
{'avg_chunks': 3.0, 'loss': 2.1775312662124633, 'learning_rate': 4.21242273898944e-06, 'optimizer_steps': 445}
{'avg_chunks': 3.2, 'loss': 2.294552946090698, 'learning_rate': 4.21242273898944e-06, 'optimizer_steps': 445}
{'avg_chunks': 2.4, 'loss': 2.589430809020996, 'learning_rate': 4.1769450372793044e-06, 'optimizer_steps': 446}
{'avg_chunks': 2.8, 'loss': 2.252134990692139, 'learning_rate': 4.1769450372793044e-06, 'optimizer_steps': 446}
{'avg_chunks': 4.2, 'loss': 2.2742517948150636, 'learning_rate': 4.1769450372793044e-06, 'optimizer_steps': 446}
{'avg_chunks': 2.4, 'loss': 2.2033092737197877, 'learning_rate': 4.1769450372793044e-06, 'optimizer_steps': 446}
{'avg_chunks': 2.8, 'loss': 1.8744689226150513, 'learning_rate': 4.141467335569168e-06, 'optimizer_steps': 447}
{'avg_chunks': 3.6, 'loss': 2.32336745262146, 'learning_rate': 4.141467335569168e-06, 'optimizer_steps': 447}
{'avg_chunks': 2.2, 'loss': 2.268353509902954, 'learning_rate': 4.141467335569168e-06, 'optimizer_steps': 447}
{'avg_chunks': 3.2, 'loss': 2.4400320768356325, 'learning_rate': 4.105989633859032e-06, 'optimizer_steps': 448}
{'avg_chunks': 2.4, 'loss': 2.4794309616088865, 'learning_rate': 4.105989633859032e-06, 'optimizer_steps': 448}
{'avg_chunks': 2.4, 'loss': 2.4029627323150633, 'learning_rate': 4.105989633859032e-06, 'optimizer_steps': 448}
{'avg_chunks': 2.2, 'loss': 2.219271445274353, 'learning_rate': 4.070511932148896e-06, 'optimizer_steps': 449}
{'avg_chunks': 2.0, 'loss': 2.0260879516601564, 'learning_rate': 4.070511932148896e-06, 'optimizer_steps': 449}
{'avg_chunks': 3.0, 'loss': 2.426753854751587, 'learning_rate': 4.070511932148896e-06, 'optimizer_steps': 449}
{'avg_chunks': 2.6, 'loss': 2.1563692569732664, 'learning_rate': 4.03503423043876e-06, 'optimizer_steps': 450}
{'avg_chunks': 2.6, 'loss': 2.176441764831543, 'learning_rate': 4.03503423043876e-06, 'optimizer_steps': 450}
{'avg_chunks': 2.4, 'loss': 2.113179397583008, 'learning_rate': 4.03503423043876e-06, 'optimizer_steps': 450}
{'avg_chunks': 2.6, 'loss': 2.352100968360901, 'learning_rate': 3.999556528728623e-06, 'optimizer_steps': 451}
{'avg_chunks': 4.0, 'loss': 2.197931981086731, 'learning_rate': 3.999556528728623e-06, 'optimizer_steps': 451}
{'avg_chunks': 3.8, 'loss': 2.200832653045654, 'learning_rate': 3.999556528728623e-06, 'optimizer_steps': 451}
{'avg_chunks': 3.4, 'loss': 2.194594073295593, 'learning_rate': 3.999556528728623e-06, 'optimizer_steps': 451}
{'avg_chunks': 3.2, 'loss': 2.370336413383484, 'learning_rate': 3.964078827018488e-06, 'optimizer_steps': 452}
{'avg_chunks': 4.0, 'loss': 2.3261551380157472, 'learning_rate': 3.964078827018488e-06, 'optimizer_steps': 452}
{'avg_chunks': 3.0, 'loss': 2.188118243217468, 'learning_rate': 3.964078827018488e-06, 'optimizer_steps': 452}
{'avg_chunks': 3.4, 'loss': 1.8077201128005982, 'learning_rate': 3.928601125308352e-06, 'optimizer_steps': 453}
{'avg_chunks': 3.4, 'loss': 2.5689840793609617, 'learning_rate': 3.928601125308352e-06, 'optimizer_steps': 453}
{'avg_chunks': 2.0, 'loss': 2.2794591903686525, 'learning_rate': 3.928601125308352e-06, 'optimizer_steps': 453}
{'avg_chunks': 3.0, 'loss': 2.3187175750732423, 'learning_rate': 3.893123423598215e-06, 'optimizer_steps': 454}
{'avg_chunks': 2.4, 'loss': 2.284684896469116, 'learning_rate': 3.893123423598215e-06, 'optimizer_steps': 454}
{'avg_chunks': 2.4, 'loss': 2.4576700210571287, 'learning_rate': 3.893123423598215e-06, 'optimizer_steps': 454}
{'avg_chunks': 4.0, 'loss': 2.588972330093384, 'learning_rate': 3.857645721888079e-06, 'optimizer_steps': 455}
{'avg_chunks': 3.4, 'loss': 2.379951238632202, 'learning_rate': 3.857645721888079e-06, 'optimizer_steps': 455}
{'avg_chunks': 3.0, 'loss': 2.189443325996399, 'learning_rate': 3.857645721888079e-06, 'optimizer_steps': 455}
{'avg_chunks': 2.6, 'loss': 2.4323225021362305, 'learning_rate': 3.822168020177943e-06, 'optimizer_steps': 456}
{'avg_chunks': 2.6, 'loss': 2.284739375114441, 'learning_rate': 3.822168020177943e-06, 'optimizer_steps': 456}
{'avg_chunks': 2.2, 'loss': 2.2213272571563722, 'learning_rate': 3.822168020177943e-06, 'optimizer_steps': 456}
{'avg_chunks': 2.4, 'loss': 2.2807810306549072, 'learning_rate': 3.822168020177943e-06, 'optimizer_steps': 456}
{'avg_chunks': 2.0, 'loss': 2.326263666152954, 'learning_rate': 3.7866903184678073e-06, 'optimizer_steps': 457}
{'avg_chunks': 4.2, 'loss': 2.492261528968811, 'learning_rate': 3.7866903184678073e-06, 'optimizer_steps': 457}
{'avg_chunks': 2.8, 'loss': 2.138174819946289, 'learning_rate': 3.7866903184678073e-06, 'optimizer_steps': 457}
{'avg_chunks': 3.4, 'loss': 2.3371337890625, 'learning_rate': 3.751212616757671e-06, 'optimizer_steps': 458}
{'avg_chunks': 3.4, 'loss': 2.3774086952209474, 'learning_rate': 3.751212616757671e-06, 'optimizer_steps': 458}
{'avg_chunks': 3.0, 'loss': 2.4776100158691405, 'learning_rate': 3.751212616757671e-06, 'optimizer_steps': 458}
{'avg_chunks': 2.0, 'loss': 2.507981300354004, 'learning_rate': 3.7157349150475346e-06, 'optimizer_steps': 459}
{'avg_chunks': 3.0, 'loss': 2.235581707954407, 'learning_rate': 3.7157349150475346e-06, 'optimizer_steps': 459}
{'avg_chunks': 4.6, 'loss': 2.5165661811828612, 'learning_rate': 3.7157349150475346e-06, 'optimizer_steps': 459}
{'avg_chunks': 2.2, 'loss': 2.011345553398132, 'learning_rate': 3.680257213337399e-06, 'optimizer_steps': 460}
{'avg_chunks': 2.6, 'loss': 2.268507218360901, 'learning_rate': 3.680257213337399e-06, 'optimizer_steps': 460}
{'avg_chunks': 2.8, 'loss': 2.1791499137878416, 'learning_rate': 3.680257213337399e-06, 'optimizer_steps': 460}
{'avg_chunks': 2.6, 'loss': 2.418141746520996, 'learning_rate': 3.6447795116272628e-06, 'optimizer_steps': 461}
{'avg_chunks': 3.2, 'loss': 2.376401352882385, 'learning_rate': 3.6447795116272628e-06, 'optimizer_steps': 461}
{'avg_chunks': 3.6, 'loss': 2.454958200454712, 'learning_rate': 3.6447795116272628e-06, 'optimizer_steps': 461}
{'avg_chunks': 2.2, 'loss': 2.142041254043579, 'learning_rate': 3.6447795116272628e-06, 'optimizer_steps': 461}
{'avg_chunks': 3.0, 'loss': 2.249335289001465, 'learning_rate': 3.6093018099171266e-06, 'optimizer_steps': 462}
{'avg_chunks': 2.2, 'loss': 2.1470325231552123, 'learning_rate': 3.6093018099171266e-06, 'optimizer_steps': 462}
{'avg_chunks': 3.2, 'loss': 2.4730403423309326, 'learning_rate': 3.6093018099171266e-06, 'optimizer_steps': 462}
{'avg_chunks': 2.6, 'loss': 2.292557954788208, 'learning_rate': 3.573824108206991e-06, 'optimizer_steps': 463}
{'avg_chunks': 3.4, 'loss': 2.313246011734009, 'learning_rate': 3.573824108206991e-06, 'optimizer_steps': 463}
{'avg_chunks': 3.4, 'loss': 2.033381628990173, 'learning_rate': 3.573824108206991e-06, 'optimizer_steps': 463}
{'avg_chunks': 2.4, 'loss': 2.260630464553833, 'learning_rate': 3.5383464064968543e-06, 'optimizer_steps': 464}
{'avg_chunks': 3.4, 'loss': 2.171352171897888, 'learning_rate': 3.5383464064968543e-06, 'optimizer_steps': 464}
{'avg_chunks': 3.2, 'loss': 2.1384972095489503, 'learning_rate': 3.5383464064968543e-06, 'optimizer_steps': 464}
{'avg_chunks': 2.8, 'loss': 2.187707257270813, 'learning_rate': 3.502868704786718e-06, 'optimizer_steps': 465}
{'avg_chunks': 2.4, 'loss': 2.2680787086486816, 'learning_rate': 3.502868704786718e-06, 'optimizer_steps': 465}
{'avg_chunks': 3.2, 'loss': 2.309412455558777, 'learning_rate': 3.502868704786718e-06, 'optimizer_steps': 465}
{'avg_chunks': 3.0, 'loss': 2.0927446603775026, 'learning_rate': 3.467391003076582e-06, 'optimizer_steps': 466}
{'avg_chunks': 2.2, 'loss': 2.3527684688568113, 'learning_rate': 3.467391003076582e-06, 'optimizer_steps': 466}
{'avg_chunks': 3.8, 'loss': 2.328721594810486, 'learning_rate': 3.467391003076582e-06, 'optimizer_steps': 466}
{'avg_chunks': 3.4, 'loss': 2.2262526035308836, 'learning_rate': 3.467391003076582e-06, 'optimizer_steps': 466}
{'avg_chunks': 2.6, 'loss': 2.3160825252532957, 'learning_rate': 3.4319133013664463e-06, 'optimizer_steps': 467}
{'avg_chunks': 2.4, 'loss': 2.1681901454925536, 'learning_rate': 3.4319133013664463e-06, 'optimizer_steps': 467}
{'avg_chunks': 3.4, 'loss': 2.709145164489746, 'learning_rate': 3.4319133013664463e-06, 'optimizer_steps': 467}
{'avg_chunks': 3.4, 'loss': 2.2970842599868773, 'learning_rate': 3.39643559965631e-06, 'optimizer_steps': 468}
{'avg_chunks': 3.8, 'loss': 2.3468387126922607, 'learning_rate': 3.39643559965631e-06, 'optimizer_steps': 468}
{'avg_chunks': 3.8, 'loss': 2.4171499729156496, 'learning_rate': 3.39643559965631e-06, 'optimizer_steps': 468}
{'avg_chunks': 2.0, 'loss': 2.375101923942566, 'learning_rate': 3.3609578979461736e-06, 'optimizer_steps': 469}
{'avg_chunks': 3.8, 'loss': 2.363412857055664, 'learning_rate': 3.3609578979461736e-06, 'optimizer_steps': 469}
{'avg_chunks': 2.4, 'loss': 2.3623594284057616, 'learning_rate': 3.3609578979461736e-06, 'optimizer_steps': 469}
{'avg_chunks': 2.8, 'loss': 2.507519817352295, 'learning_rate': 3.325480196236038e-06, 'optimizer_steps': 470}
{'avg_chunks': 2.8, 'loss': 2.4618926763534548, 'learning_rate': 3.325480196236038e-06, 'optimizer_steps': 470}
{'avg_chunks': 3.2, 'loss': 2.544469404220581, 'learning_rate': 3.325480196236038e-06, 'optimizer_steps': 470}
{'avg_chunks': 3.4, 'loss': 2.123288321495056, 'learning_rate': 3.2900024945259018e-06, 'optimizer_steps': 471}
{'avg_chunks': 3.2, 'loss': 2.132931923866272, 'learning_rate': 3.2900024945259018e-06, 'optimizer_steps': 471}
{'avg_chunks': 3.0, 'loss': 1.9024986982345582, 'learning_rate': 3.2900024945259018e-06, 'optimizer_steps': 471}
{'avg_chunks': 3.2, 'loss': 2.414697456359863, 'learning_rate': 3.2900024945259018e-06, 'optimizer_steps': 471}
{'avg_chunks': 2.4, 'loss': 2.111448645591736, 'learning_rate': 3.2545247928157656e-06, 'optimizer_steps': 472}
{'avg_chunks': 3.0, 'loss': 2.3179677009582518, 'learning_rate': 3.2545247928157656e-06, 'optimizer_steps': 472}
{'avg_chunks': 2.6, 'loss': 2.26137490272522, 'learning_rate': 3.2545247928157656e-06, 'optimizer_steps': 472}
{'avg_chunks': 2.8, 'loss': 2.089663600921631, 'learning_rate': 3.21904709110563e-06, 'optimizer_steps': 473}
{'avg_chunks': 2.4, 'loss': 2.1125762939453123, 'learning_rate': 3.21904709110563e-06, 'optimizer_steps': 473}
{'avg_chunks': 3.0, 'loss': 2.4532005310058596, 'learning_rate': 3.21904709110563e-06, 'optimizer_steps': 473}
{'avg_chunks': 2.0, 'loss': 2.1286044359207152, 'learning_rate': 3.1835693893954934e-06, 'optimizer_steps': 474}
{'avg_chunks': 3.4, 'loss': 2.4606237173080445, 'learning_rate': 3.1835693893954934e-06, 'optimizer_steps': 474}
{'avg_chunks': 4.0, 'loss': 2.3805299758911134, 'learning_rate': 3.1835693893954934e-06, 'optimizer_steps': 474}
{'avg_chunks': 2.8, 'loss': 2.3687480449676515, 'learning_rate': 3.1480916876853572e-06, 'optimizer_steps': 475}
{'avg_chunks': 2.2, 'loss': 2.316158628463745, 'learning_rate': 3.1480916876853572e-06, 'optimizer_steps': 475}
{'avg_chunks': 2.4, 'loss': 2.3355494022369383, 'learning_rate': 3.1480916876853572e-06, 'optimizer_steps': 475}
{'avg_chunks': 2.4, 'loss': 2.304128360748291, 'learning_rate': 3.1126139859752215e-06, 'optimizer_steps': 476}
{'avg_chunks': 3.2, 'loss': 2.4933605670928953, 'learning_rate': 3.1126139859752215e-06, 'optimizer_steps': 476}
{'avg_chunks': 2.6, 'loss': 2.23764021396637, 'learning_rate': 3.1126139859752215e-06, 'optimizer_steps': 476}
{'avg_chunks': 3.4, 'loss': 2.3341652393341064, 'learning_rate': 3.1126139859752215e-06, 'optimizer_steps': 476}
{'avg_chunks': 4.0, 'loss': 2.459814763069153, 'learning_rate': 3.0771362842650854e-06, 'optimizer_steps': 477}
{'avg_chunks': 2.2, 'loss': 2.4363895893096923, 'learning_rate': 3.0771362842650854e-06, 'optimizer_steps': 477}
{'avg_chunks': 3.4, 'loss': 2.2825965881347656, 'learning_rate': 3.0771362842650854e-06, 'optimizer_steps': 477}
{'avg_chunks': 2.8, 'loss': 2.2864565372467043, 'learning_rate': 3.041658582554949e-06, 'optimizer_steps': 478}
{'avg_chunks': 2.4, 'loss': 1.9890040636062623, 'learning_rate': 3.041658582554949e-06, 'optimizer_steps': 478}
{'avg_chunks': 2.8, 'loss': 2.261997866630554, 'learning_rate': 3.041658582554949e-06, 'optimizer_steps': 478}
{'avg_chunks': 2.0, 'loss': 1.8822380304336548, 'learning_rate': 3.0061808808448127e-06, 'optimizer_steps': 479}
{'avg_chunks': 2.8, 'loss': 2.117505502700806, 'learning_rate': 3.0061808808448127e-06, 'optimizer_steps': 479}
{'avg_chunks': 3.8, 'loss': 2.4613118171691895, 'learning_rate': 3.0061808808448127e-06, 'optimizer_steps': 479}
{'avg_chunks': 4.0, 'loss': 2.4290591955184935, 'learning_rate': 2.970703179134677e-06, 'optimizer_steps': 480}
{'avg_chunks': 3.4, 'loss': 2.2340782403945925, 'learning_rate': 2.970703179134677e-06, 'optimizer_steps': 480}
{'avg_chunks': 3.2, 'loss': 2.516771173477173, 'learning_rate': 2.970703179134677e-06, 'optimizer_steps': 480}
{'avg_chunks': 2.4, 'loss': 2.181200313568115, 'learning_rate': 2.935225477424541e-06, 'optimizer_steps': 481}
{'avg_chunks': 3.0, 'loss': 2.2414047956466674, 'learning_rate': 2.935225477424541e-06, 'optimizer_steps': 481}
{'avg_chunks': 3.2, 'loss': 2.2818495273590087, 'learning_rate': 2.935225477424541e-06, 'optimizer_steps': 481}
{'avg_chunks': 2.4, 'loss': 2.251993989944458, 'learning_rate': 2.935225477424541e-06, 'optimizer_steps': 481}
{'avg_chunks': 1.6, 'loss': 2.353231167793274, 'learning_rate': 2.899747775714405e-06, 'optimizer_steps': 482}
{'avg_chunks': 3.8, 'loss': 2.2774383068084716, 'learning_rate': 2.899747775714405e-06, 'optimizer_steps': 482}
{'avg_chunks': 2.0, 'loss': 2.39832181930542, 'learning_rate': 2.899747775714405e-06, 'optimizer_steps': 482}
{'avg_chunks': 2.2, 'loss': 2.4062538146972656, 'learning_rate': 2.8642700740042685e-06, 'optimizer_steps': 483}
{'avg_chunks': 2.4, 'loss': 2.1635607957839964, 'learning_rate': 2.8642700740042685e-06, 'optimizer_steps': 483}
{'avg_chunks': 3.2, 'loss': 2.2668941259384154, 'learning_rate': 2.8642700740042685e-06, 'optimizer_steps': 483}
{'avg_chunks': 3.2, 'loss': 2.5302138805389403, 'learning_rate': 2.8287923722941324e-06, 'optimizer_steps': 484}
{'avg_chunks': 3.4, 'loss': 2.0737209558486938, 'learning_rate': 2.8287923722941324e-06, 'optimizer_steps': 484}
{'avg_chunks': 3.2, 'loss': 2.310627746582031, 'learning_rate': 2.8287923722941324e-06, 'optimizer_steps': 484}
{'avg_chunks': 3.6, 'loss': 2.414261078834534, 'learning_rate': 2.7933146705839963e-06, 'optimizer_steps': 485}
{'avg_chunks': 2.0, 'loss': 2.293777656555176, 'learning_rate': 2.7933146705839963e-06, 'optimizer_steps': 485}
{'avg_chunks': 2.4, 'loss': 1.8691953659057616, 'learning_rate': 2.7933146705839963e-06, 'optimizer_steps': 485}
{'avg_chunks': 4.0, 'loss': 2.498252296447754, 'learning_rate': 2.7578369688738605e-06, 'optimizer_steps': 486}
{'avg_chunks': 2.4, 'loss': 2.4778050899505617, 'learning_rate': 2.7578369688738605e-06, 'optimizer_steps': 486}
{'avg_chunks': 2.8, 'loss': 2.254463005065918, 'learning_rate': 2.7578369688738605e-06, 'optimizer_steps': 486}
{'avg_chunks': 2.4, 'loss': 2.3653721809387207, 'learning_rate': 2.7578369688738605e-06, 'optimizer_steps': 486}
{'avg_chunks': 3.6, 'loss': 2.5417702198028564, 'learning_rate': 2.7223592671637244e-06, 'optimizer_steps': 487}
{'avg_chunks': 3.0, 'loss': 2.250611162185669, 'learning_rate': 2.7223592671637244e-06, 'optimizer_steps': 487}
{'avg_chunks': 2.0, 'loss': 2.2087310314178468, 'learning_rate': 2.7223592671637244e-06, 'optimizer_steps': 487}
{'avg_chunks': 3.0, 'loss': 2.0251850366592405, 'learning_rate': 2.686881565453588e-06, 'optimizer_steps': 488}
{'avg_chunks': 3.2, 'loss': 2.276870918273926, 'learning_rate': 2.686881565453588e-06, 'optimizer_steps': 488}
{'avg_chunks': 2.4, 'loss': 2.214834380149841, 'learning_rate': 2.686881565453588e-06, 'optimizer_steps': 488}
{'avg_chunks': 2.6, 'loss': 2.6239678859710693, 'learning_rate': 2.651403863743452e-06, 'optimizer_steps': 489}
{'avg_chunks': 3.0, 'loss': 2.198481631278992, 'learning_rate': 2.651403863743452e-06, 'optimizer_steps': 489}
{'avg_chunks': 3.2, 'loss': 2.055300736427307, 'learning_rate': 2.651403863743452e-06, 'optimizer_steps': 489}
{'avg_chunks': 2.4, 'loss': 2.39168963432312, 'learning_rate': 2.615926162033316e-06, 'optimizer_steps': 490}
{'avg_chunks': 3.6, 'loss': 2.157000756263733, 'learning_rate': 2.615926162033316e-06, 'optimizer_steps': 490}
{'avg_chunks': 4.2, 'loss': 2.7602437496185304, 'learning_rate': 2.615926162033316e-06, 'optimizer_steps': 490}
{'avg_chunks': 2.4, 'loss': 2.192309546470642, 'learning_rate': 2.58044846032318e-06, 'optimizer_steps': 491}
{'avg_chunks': 2.8, 'loss': 2.273769497871399, 'learning_rate': 2.58044846032318e-06, 'optimizer_steps': 491}
{'avg_chunks': 2.6, 'loss': 2.2222176074981688, 'learning_rate': 2.58044846032318e-06, 'optimizer_steps': 491}
{'avg_chunks': 3.0, 'loss': 2.4079097747802733, 'learning_rate': 2.58044846032318e-06, 'optimizer_steps': 491}
{'avg_chunks': 3.0, 'loss': 2.369912791252136, 'learning_rate': 2.544970758613044e-06, 'optimizer_steps': 492}
{'avg_chunks': 2.4, 'loss': 2.51573224067688, 'learning_rate': 2.544970758613044e-06, 'optimizer_steps': 492}
{'avg_chunks': 3.2, 'loss': 2.5711909770965575, 'learning_rate': 2.544970758613044e-06, 'optimizer_steps': 492}
{'avg_chunks': 3.4, 'loss': 2.2828254461288453, 'learning_rate': 2.5094930569029076e-06, 'optimizer_steps': 493}
