Train Iteration: 100%
9046/9046 [3:55:39<00:00, 1.56s/it]
{'avg_chunks': 3.4, 'loss': 2.6612488269805907, 'learning_rate': 4.611983196993147e-06, 'optimizer_steps': 435}
{'avg_chunks': 3.2, 'loss': 2.723385739326477, 'learning_rate': 4.5766084457218664e-06, 'optimizer_steps': 436}
{'avg_chunks': 2.8, 'loss': 2.5185731410980225, 'learning_rate': 4.5766084457218664e-06, 'optimizer_steps': 436}
{'avg_chunks': 2.8, 'loss': 2.11127769947052, 'learning_rate': 4.5766084457218664e-06, 'optimizer_steps': 436}
{'avg_chunks': 2.8, 'loss': 2.3959197759628297, 'learning_rate': 4.5766084457218664e-06, 'optimizer_steps': 436}
{'avg_chunks': 3.4, 'loss': 2.5056951999664308, 'learning_rate': 4.541233694450586e-06, 'optimizer_steps': 437}
{'avg_chunks': 4.4, 'loss': 2.344495749473572, 'learning_rate': 4.541233694450586e-06, 'optimizer_steps': 437}
{'avg_chunks': 2.8, 'loss': 2.8312992095947265, 'learning_rate': 4.541233694450586e-06, 'optimizer_steps': 437}
{'avg_chunks': 2.4, 'loss': 2.6275042295455933, 'learning_rate': 4.505858943179306e-06, 'optimizer_steps': 438}
{'avg_chunks': 2.2, 'loss': 2.287804055213928, 'learning_rate': 4.505858943179306e-06, 'optimizer_steps': 438}
{'avg_chunks': 2.4, 'loss': 2.456392288208008, 'learning_rate': 4.505858943179306e-06, 'optimizer_steps': 438}
{'avg_chunks': 2.6, 'loss': 2.62351131439209, 'learning_rate': 4.470484191908026e-06, 'optimizer_steps': 439}
{'avg_chunks': 3.4, 'loss': 2.3722028732299805, 'learning_rate': 4.470484191908026e-06, 'optimizer_steps': 439}
{'avg_chunks': 2.8, 'loss': 2.8448148727416993, 'learning_rate': 4.470484191908026e-06, 'optimizer_steps': 439}
{'avg_chunks': 3.4, 'loss': 2.757489728927612, 'learning_rate': 4.435109440636746e-06, 'optimizer_steps': 440}
{'avg_chunks': 2.4, 'loss': 2.9483824729919434, 'learning_rate': 4.435109440636746e-06, 'optimizer_steps': 440}
{'avg_chunks': 3.4, 'loss': 2.465727186203003, 'learning_rate': 4.435109440636746e-06, 'optimizer_steps': 440}
{'avg_chunks': 3.2, 'loss': 2.7227574825286864, 'learning_rate': 4.3997346893654654e-06, 'optimizer_steps': 441}
{'avg_chunks': 3.8, 'loss': 2.6000491619110107, 'learning_rate': 4.3997346893654654e-06, 'optimizer_steps': 441}
{'avg_chunks': 3.0, 'loss': 2.3733866214752197, 'learning_rate': 4.3997346893654654e-06, 'optimizer_steps': 441}
{'avg_chunks': 3.2, 'loss': 2.5497632026672363, 'learning_rate': 4.3997346893654654e-06, 'optimizer_steps': 441}
{'avg_chunks': 2.2, 'loss': 2.53201961517334, 'learning_rate': 4.364359938094186e-06, 'optimizer_steps': 442}
{'avg_chunks': 3.2, 'loss': 2.2753015041351317, 'learning_rate': 4.364359938094186e-06, 'optimizer_steps': 442}
{'avg_chunks': 2.2, 'loss': 2.534506058692932, 'learning_rate': 4.364359938094186e-06, 'optimizer_steps': 442}
{'avg_chunks': 3.2, 'loss': 2.6956774234771728, 'learning_rate': 4.328985186822906e-06, 'optimizer_steps': 443}
{'avg_chunks': 4.4, 'loss': 2.4896639347076417, 'learning_rate': 4.328985186822906e-06, 'optimizer_steps': 443}
{'avg_chunks': 3.8, 'loss': 2.5443874835968017, 'learning_rate': 4.328985186822906e-06, 'optimizer_steps': 443}
{'avg_chunks': 4.0, 'loss': 2.9228814125061033, 'learning_rate': 4.293610435551626e-06, 'optimizer_steps': 444}
{'avg_chunks': 4.0, 'loss': 2.604453706741333, 'learning_rate': 4.293610435551626e-06, 'optimizer_steps': 444}
{'avg_chunks': 2.6, 'loss': 2.806305408477783, 'learning_rate': 4.293610435551626e-06, 'optimizer_steps': 444}
{'avg_chunks': 2.8, 'loss': 2.0774043798446655, 'learning_rate': 4.2582356842803455e-06, 'optimizer_steps': 445}
{'avg_chunks': 2.6, 'loss': 2.5273900508880613, 'learning_rate': 4.2582356842803455e-06, 'optimizer_steps': 445}
{'avg_chunks': 2.0, 'loss': 2.452967977523804, 'learning_rate': 4.2582356842803455e-06, 'optimizer_steps': 445}
{'avg_chunks': 2.4, 'loss': 2.651650238037109, 'learning_rate': 4.222860933009065e-06, 'optimizer_steps': 446}
{'avg_chunks': 3.4, 'loss': 2.547916221618652, 'learning_rate': 4.222860933009065e-06, 'optimizer_steps': 446}
{'avg_chunks': 2.8, 'loss': 2.597098231315613, 'learning_rate': 4.222860933009065e-06, 'optimizer_steps': 446}
{'avg_chunks': 3.2, 'loss': 2.936690664291382, 'learning_rate': 4.222860933009065e-06, 'optimizer_steps': 446}
{'avg_chunks': 3.4, 'loss': 2.5927093982696534, 'learning_rate': 4.187486181737785e-06, 'optimizer_steps': 447}
{'avg_chunks': 2.8, 'loss': 2.3570828437805176, 'learning_rate': 4.187486181737785e-06, 'optimizer_steps': 447}
{'avg_chunks': 4.0, 'loss': 2.7583046436309813, 'learning_rate': 4.187486181737785e-06, 'optimizer_steps': 447}
{'avg_chunks': 3.4, 'loss': 2.654492163658142, 'learning_rate': 4.152111430466505e-06, 'optimizer_steps': 448}
{'avg_chunks': 2.4, 'loss': 2.184750962257385, 'learning_rate': 4.152111430466505e-06, 'optimizer_steps': 448}
{'avg_chunks': 2.8, 'loss': 2.8084026336669923, 'learning_rate': 4.152111430466505e-06, 'optimizer_steps': 448}
{'avg_chunks': 2.0, 'loss': 2.311415266990662, 'learning_rate': 4.116736679195225e-06, 'optimizer_steps': 449}
{'avg_chunks': 3.2, 'loss': 2.651886224746704, 'learning_rate': 4.116736679195225e-06, 'optimizer_steps': 449}
{'avg_chunks': 3.4, 'loss': 2.7185065031051634, 'learning_rate': 4.116736679195225e-06, 'optimizer_steps': 449}
{'avg_chunks': 2.8, 'loss': 2.4927576541900636, 'learning_rate': 4.0813619279239445e-06, 'optimizer_steps': 450}
{'avg_chunks': 2.8, 'loss': 2.4637946605682375, 'learning_rate': 4.0813619279239445e-06, 'optimizer_steps': 450}
{'avg_chunks': 4.0, 'loss': 2.267464303970337, 'learning_rate': 4.0813619279239445e-06, 'optimizer_steps': 450}
{'avg_chunks': 2.8, 'loss': 2.669638204574585, 'learning_rate': 4.045987176652664e-06, 'optimizer_steps': 451}
{'avg_chunks': 2.8, 'loss': 2.6930246353149414, 'learning_rate': 4.045987176652664e-06, 'optimizer_steps': 451}
{'avg_chunks': 2.4, 'loss': 2.384284806251526, 'learning_rate': 4.045987176652664e-06, 'optimizer_steps': 451}
{'avg_chunks': 2.4, 'loss': 2.62961950302124, 'learning_rate': 4.045987176652664e-06, 'optimizer_steps': 451}
{'avg_chunks': 2.8, 'loss': 2.6413095951080323, 'learning_rate': 4.010612425381384e-06, 'optimizer_steps': 452}
{'avg_chunks': 2.8, 'loss': 2.370130205154419, 'learning_rate': 4.010612425381384e-06, 'optimizer_steps': 452}
{'avg_chunks': 2.6, 'loss': 2.6885045051574705, 'learning_rate': 4.010612425381384e-06, 'optimizer_steps': 452}
{'avg_chunks': 2.2, 'loss': 2.500307035446167, 'learning_rate': 3.975237674110104e-06, 'optimizer_steps': 453}
{'avg_chunks': 3.2, 'loss': 2.4768778800964357, 'learning_rate': 3.975237674110104e-06, 'optimizer_steps': 453}
{'avg_chunks': 2.6, 'loss': 2.263043165206909, 'learning_rate': 3.975237674110104e-06, 'optimizer_steps': 453}
{'avg_chunks': 2.8, 'loss': 2.4775481700897215, 'learning_rate': 3.9398629228388245e-06, 'optimizer_steps': 454}
{'avg_chunks': 3.6, 'loss': 2.716409778594971, 'learning_rate': 3.9398629228388245e-06, 'optimizer_steps': 454}
{'avg_chunks': 2.6, 'loss': 2.401571249961853, 'learning_rate': 3.9398629228388245e-06, 'optimizer_steps': 454}
{'avg_chunks': 2.8, 'loss': 2.476512408256531, 'learning_rate': 3.904488171567544e-06, 'optimizer_steps': 455}
{'avg_chunks': 3.2, 'loss': 2.597199869155884, 'learning_rate': 3.904488171567544e-06, 'optimizer_steps': 455}
{'avg_chunks': 2.8, 'loss': 2.2642172813415526, 'learning_rate': 3.904488171567544e-06, 'optimizer_steps': 455}
{'avg_chunks': 3.0, 'loss': 2.550000858306885, 'learning_rate': 3.869113420296264e-06, 'optimizer_steps': 456}
{'avg_chunks': 3.4, 'loss': 2.6549705505371093, 'learning_rate': 3.869113420296264e-06, 'optimizer_steps': 456}
{'avg_chunks': 3.8, 'loss': 2.7272160053253174, 'learning_rate': 3.869113420296264e-06, 'optimizer_steps': 456}
{'avg_chunks': 2.6, 'loss': 2.7091776847839357, 'learning_rate': 3.869113420296264e-06, 'optimizer_steps': 456}
{'avg_chunks': 3.8, 'loss': 2.7512979984283445, 'learning_rate': 3.833738669024984e-06, 'optimizer_steps': 457}
{'avg_chunks': 2.6, 'loss': 2.530222463607788, 'learning_rate': 3.833738669024984e-06, 'optimizer_steps': 457}
{'avg_chunks': 2.8, 'loss': 2.3981827974319456, 'learning_rate': 3.833738669024984e-06, 'optimizer_steps': 457}
{'avg_chunks': 4.6, 'loss': 2.9947670459747315, 'learning_rate': 3.7983639177537037e-06, 'optimizer_steps': 458}
{'avg_chunks': 3.2, 'loss': 2.435257625579834, 'learning_rate': 3.7983639177537037e-06, 'optimizer_steps': 458}
{'avg_chunks': 3.6, 'loss': 2.5719277620315553, 'learning_rate': 3.7983639177537037e-06, 'optimizer_steps': 458}
{'avg_chunks': 3.0, 'loss': 2.756610107421875, 'learning_rate': 3.7629891664824235e-06, 'optimizer_steps': 459}
{'avg_chunks': 2.8, 'loss': 2.8539899826049804, 'learning_rate': 3.7629891664824235e-06, 'optimizer_steps': 459}
{'avg_chunks': 3.0, 'loss': 2.6112694263458254, 'learning_rate': 3.7629891664824235e-06, 'optimizer_steps': 459}
{'avg_chunks': 3.2, 'loss': 2.8178968906402586, 'learning_rate': 3.7276144152111433e-06, 'optimizer_steps': 460}
{'avg_chunks': 2.4, 'loss': 2.6355679035186768, 'learning_rate': 3.7276144152111433e-06, 'optimizer_steps': 460}
{'avg_chunks': 2.8, 'loss': 2.174242925643921, 'learning_rate': 3.7276144152111433e-06, 'optimizer_steps': 460}
{'avg_chunks': 3.0, 'loss': 2.941348505020142, 'learning_rate': 3.6922396639398635e-06, 'optimizer_steps': 461}
{'avg_chunks': 2.2, 'loss': 2.382841157913208, 'learning_rate': 3.6922396639398635e-06, 'optimizer_steps': 461}
{'avg_chunks': 2.4, 'loss': 2.4546431064605714, 'learning_rate': 3.6922396639398635e-06, 'optimizer_steps': 461}
{'avg_chunks': 2.8, 'loss': 2.6764084339141845, 'learning_rate': 3.6922396639398635e-06, 'optimizer_steps': 461}
{'avg_chunks': 3.0, 'loss': 2.7181305408477785, 'learning_rate': 3.656864912668583e-06, 'optimizer_steps': 462}
{'avg_chunks': 2.4, 'loss': 2.1413527488708497, 'learning_rate': 3.656864912668583e-06, 'optimizer_steps': 462}
{'avg_chunks': 3.4, 'loss': 2.833281993865967, 'learning_rate': 3.656864912668583e-06, 'optimizer_steps': 462}
{'avg_chunks': 2.8, 'loss': 2.5393192052841185, 'learning_rate': 3.621490161397303e-06, 'optimizer_steps': 463}
{'avg_chunks': 2.0, 'loss': 2.723029041290283, 'learning_rate': 3.621490161397303e-06, 'optimizer_steps': 463}
{'avg_chunks': 4.4, 'loss': 3.007203245162964, 'learning_rate': 3.621490161397303e-06, 'optimizer_steps': 463}
{'avg_chunks': 3.2, 'loss': 2.5787033081054687, 'learning_rate': 3.5861154101260225e-06, 'optimizer_steps': 464}
{'avg_chunks': 3.4, 'loss': 2.768763780593872, 'learning_rate': 3.5861154101260225e-06, 'optimizer_steps': 464}
{'avg_chunks': 3.2, 'loss': 2.541552782058716, 'learning_rate': 3.5861154101260225e-06, 'optimizer_steps': 464}
{'avg_chunks': 2.4, 'loss': 2.3664895057678224, 'learning_rate': 3.5507406588547427e-06, 'optimizer_steps': 465}
{'avg_chunks': 3.0, 'loss': 2.8547879219055177, 'learning_rate': 3.5507406588547427e-06, 'optimizer_steps': 465}
{'avg_chunks': 2.6, 'loss': 2.389259767532349, 'learning_rate': 3.5507406588547427e-06, 'optimizer_steps': 465}
{'avg_chunks': 2.8, 'loss': 2.3872525691986084, 'learning_rate': 3.515365907583463e-06, 'optimizer_steps': 466}
{'avg_chunks': 2.6, 'loss': 2.4310925245285033, 'learning_rate': 3.515365907583463e-06, 'optimizer_steps': 466}
{'avg_chunks': 3.0, 'loss': 2.7121829986572266, 'learning_rate': 3.515365907583463e-06, 'optimizer_steps': 466}
{'avg_chunks': 2.6, 'loss': 2.468175983428955, 'learning_rate': 3.515365907583463e-06, 'optimizer_steps': 466}
{'avg_chunks': 3.0, 'loss': 2.603901767730713, 'learning_rate': 3.4799911563121823e-06, 'optimizer_steps': 467}
{'avg_chunks': 3.8, 'loss': 2.2745330333709717, 'learning_rate': 3.4799911563121823e-06, 'optimizer_steps': 467}
{'avg_chunks': 2.2, 'loss': 2.5036291122436523, 'learning_rate': 3.4799911563121823e-06, 'optimizer_steps': 467}
{'avg_chunks': 2.4, 'loss': 2.2787652969360352, 'learning_rate': 3.4446164050409025e-06, 'optimizer_steps': 468}
{'avg_chunks': 3.6, 'loss': 2.4258480310440063, 'learning_rate': 3.4446164050409025e-06, 'optimizer_steps': 468}
{'avg_chunks': 2.4, 'loss': 2.202806854248047, 'learning_rate': 3.4446164050409025e-06, 'optimizer_steps': 468}
{'avg_chunks': 3.2, 'loss': 2.1576979637145994, 'learning_rate': 3.4092416537696223e-06, 'optimizer_steps': 469}
{'avg_chunks': 3.8, 'loss': 2.4565958976745605, 'learning_rate': 3.4092416537696223e-06, 'optimizer_steps': 469}
{'avg_chunks': 2.8, 'loss': 2.8309678077697753, 'learning_rate': 3.4092416537696223e-06, 'optimizer_steps': 469}
{'avg_chunks': 3.4, 'loss': 2.6084824323654177, 'learning_rate': 3.373866902498342e-06, 'optimizer_steps': 470}
{'avg_chunks': 2.2, 'loss': 2.4337824821472167, 'learning_rate': 3.373866902498342e-06, 'optimizer_steps': 470}
{'avg_chunks': 2.6, 'loss': 2.4185301780700685, 'learning_rate': 3.373866902498342e-06, 'optimizer_steps': 470}
{'avg_chunks': 2.6, 'loss': 2.4977060317993165, 'learning_rate': 3.338492151227062e-06, 'optimizer_steps': 471}
{'avg_chunks': 3.2, 'loss': 2.8627778053283692, 'learning_rate': 3.338492151227062e-06, 'optimizer_steps': 471}
{'avg_chunks': 2.6, 'loss': 2.7803362369537354, 'learning_rate': 3.338492151227062e-06, 'optimizer_steps': 471}
{'avg_chunks': 2.8, 'loss': 2.254492473602295, 'learning_rate': 3.338492151227062e-06, 'optimizer_steps': 471}
{'avg_chunks': 2.4, 'loss': 2.4056166410446167, 'learning_rate': 3.303117399955782e-06, 'optimizer_steps': 472}
{'avg_chunks': 3.0, 'loss': 2.4807137489318847, 'learning_rate': 3.303117399955782e-06, 'optimizer_steps': 472}
{'avg_chunks': 4.0, 'loss': 2.758519697189331, 'learning_rate': 3.303117399955782e-06, 'optimizer_steps': 472}
{'avg_chunks': 2.8, 'loss': 2.4779473781585692, 'learning_rate': 3.2677426486845015e-06, 'optimizer_steps': 473}
{'avg_chunks': 3.4, 'loss': 2.7442847728729247, 'learning_rate': 3.2677426486845015e-06, 'optimizer_steps': 473}
{'avg_chunks': 3.6, 'loss': 2.9407561779022218, 'learning_rate': 3.2677426486845015e-06, 'optimizer_steps': 473}
{'avg_chunks': 3.4, 'loss': 2.586433458328247, 'learning_rate': 3.2323678974132217e-06, 'optimizer_steps': 474}
{'avg_chunks': 3.2, 'loss': 2.4556470632553102, 'learning_rate': 3.2323678974132217e-06, 'optimizer_steps': 474}
{'avg_chunks': 3.4, 'loss': 2.987648773193359, 'learning_rate': 3.2323678974132217e-06, 'optimizer_steps': 474}
{'avg_chunks': 2.6, 'loss': 2.598133993148804, 'learning_rate': 3.196993146141941e-06, 'optimizer_steps': 475}
{'avg_chunks': 3.0, 'loss': 2.4504219770431517, 'learning_rate': 3.196993146141941e-06, 'optimizer_steps': 475}
{'avg_chunks': 3.0, 'loss': 2.2832860946655273, 'learning_rate': 3.196993146141941e-06, 'optimizer_steps': 475}
{'avg_chunks': 2.8, 'loss': 2.048391103744507, 'learning_rate': 3.1616183948706613e-06, 'optimizer_steps': 476}
{'avg_chunks': 3.0, 'loss': 2.731993389129639, 'learning_rate': 3.1616183948706613e-06, 'optimizer_steps': 476}
{'avg_chunks': 2.8, 'loss': 2.586282205581665, 'learning_rate': 3.1616183948706613e-06, 'optimizer_steps': 476}
{'avg_chunks': 3.4, 'loss': 2.5011133432388304, 'learning_rate': 3.1616183948706613e-06, 'optimizer_steps': 476}
{'avg_chunks': 2.4, 'loss': 2.511626386642456, 'learning_rate': 3.126243643599381e-06, 'optimizer_steps': 477}
{'avg_chunks': 2.8, 'loss': 2.438657259941101, 'learning_rate': 3.126243643599381e-06, 'optimizer_steps': 477}
{'avg_chunks': 3.0, 'loss': 3.072585201263428, 'learning_rate': 3.126243643599381e-06, 'optimizer_steps': 477}
{'avg_chunks': 3.8, 'loss': 2.867264747619629, 'learning_rate': 3.090868892328101e-06, 'optimizer_steps': 478}
{'avg_chunks': 1.8, 'loss': 2.3628761529922486, 'learning_rate': 3.090868892328101e-06, 'optimizer_steps': 478}
{'avg_chunks': 4.2, 'loss': 2.778481435775757, 'learning_rate': 3.090868892328101e-06, 'optimizer_steps': 478}
{'avg_chunks': 3.4, 'loss': 2.4810327529907226, 'learning_rate': 3.055494141056821e-06, 'optimizer_steps': 479}
{'avg_chunks': 2.8, 'loss': 2.766092824935913, 'learning_rate': 3.055494141056821e-06, 'optimizer_steps': 479}
{'avg_chunks': 3.4, 'loss': 2.7372061967849732, 'learning_rate': 3.055494141056821e-06, 'optimizer_steps': 479}
{'avg_chunks': 3.0, 'loss': 2.6366939544677734, 'learning_rate': 3.020119389785541e-06, 'optimizer_steps': 480}
{'avg_chunks': 2.2, 'loss': 2.408286428451538, 'learning_rate': 3.020119389785541e-06, 'optimizer_steps': 480}
{'avg_chunks': 2.6, 'loss': 2.499252367019653, 'learning_rate': 3.020119389785541e-06, 'optimizer_steps': 480}
{'avg_chunks': 5.2, 'loss': 2.748491907119751, 'learning_rate': 2.9847446385142607e-06, 'optimizer_steps': 481}
{'avg_chunks': 2.2, 'loss': 2.462393808364868, 'learning_rate': 2.9847446385142607e-06, 'optimizer_steps': 481}
{'avg_chunks': 3.2, 'loss': 2.316141366958618, 'learning_rate': 2.9847446385142607e-06, 'optimizer_steps': 481}
{'avg_chunks': 2.8, 'loss': 2.6618937492370605, 'learning_rate': 2.9847446385142607e-06, 'optimizer_steps': 481}
{'avg_chunks': 3.0, 'loss': 2.8670087814331056, 'learning_rate': 2.9493698872429805e-06, 'optimizer_steps': 482}
{'avg_chunks': 2.0, 'loss': 2.2670518159866333, 'learning_rate': 2.9493698872429805e-06, 'optimizer_steps': 482}
{'avg_chunks': 3.0, 'loss': 2.6865389823913572, 'learning_rate': 2.9493698872429805e-06, 'optimizer_steps': 482}
{'avg_chunks': 2.6, 'loss': 2.1252597332000733, 'learning_rate': 2.9139951359717007e-06, 'optimizer_steps': 483}
{'avg_chunks': 2.8, 'loss': 2.469966506958008, 'learning_rate': 2.9139951359717007e-06, 'optimizer_steps': 483}
{'avg_chunks': 2.0, 'loss': 2.337788724899292, 'learning_rate': 2.9139951359717007e-06, 'optimizer_steps': 483}
{'avg_chunks': 4.0, 'loss': 2.6192518711090087, 'learning_rate': 2.87862038470042e-06, 'optimizer_steps': 484}
{'avg_chunks': 2.6, 'loss': 2.272891664505005, 'learning_rate': 2.87862038470042e-06, 'optimizer_steps': 484}
{'avg_chunks': 2.4, 'loss': 2.20449697971344, 'learning_rate': 2.87862038470042e-06, 'optimizer_steps': 484}
{'avg_chunks': 3.4, 'loss': 2.743982172012329, 'learning_rate': 2.8432456334291403e-06, 'optimizer_steps': 485}
{'avg_chunks': 3.2, 'loss': 2.3807684659957884, 'learning_rate': 2.8432456334291403e-06, 'optimizer_steps': 485}
{'avg_chunks': 3.2, 'loss': 2.7369226932525637, 'learning_rate': 2.8432456334291403e-06, 'optimizer_steps': 485}
{'avg_chunks': 3.4, 'loss': 2.707694578170776, 'learning_rate': 2.8078708821578597e-06, 'optimizer_steps': 486}
{'avg_chunks': 2.2, 'loss': 2.2460912704467773, 'learning_rate': 2.8078708821578597e-06, 'optimizer_steps': 486}
{'avg_chunks': 3.2, 'loss': 2.5866466760635376, 'learning_rate': 2.8078708821578597e-06, 'optimizer_steps': 486}
{'avg_chunks': 2.2, 'loss': 2.5988407135009766, 'learning_rate': 2.8078708821578597e-06, 'optimizer_steps': 486}
{'avg_chunks': 3.4, 'loss': 2.809963417053223, 'learning_rate': 2.77249613088658e-06, 'optimizer_steps': 487}
{'avg_chunks': 2.0, 'loss': 2.604310941696167, 'learning_rate': 2.77249613088658e-06, 'optimizer_steps': 487}
{'avg_chunks': 3.2, 'loss': 2.6270573139190674, 'learning_rate': 2.77249613088658e-06, 'optimizer_steps': 487}
{'avg_chunks': 3.0, 'loss': 2.726844549179077, 'learning_rate': 2.7371213796152997e-06, 'optimizer_steps': 488}
{'avg_chunks': 2.8, 'loss': 2.586372208595276, 'learning_rate': 2.7371213796152997e-06, 'optimizer_steps': 488}
{'avg_chunks': 3.4, 'loss': 2.5870649337768556, 'learning_rate': 2.7371213796152997e-06, 'optimizer_steps': 488}
{'avg_chunks': 3.2, 'loss': 2.8473644256591797, 'learning_rate': 2.7017466283440195e-06, 'optimizer_steps': 489}
{'avg_chunks': 2.4, 'loss': 2.467055416107178, 'learning_rate': 2.7017466283440195e-06, 'optimizer_steps': 489}
{'avg_chunks': 2.2, 'loss': 2.6413077831268312, 'learning_rate': 2.7017466283440195e-06, 'optimizer_steps': 489}
{'avg_chunks': 3.8, 'loss': 2.192923641204834, 'learning_rate': 2.6663718770727397e-06, 'optimizer_steps': 490}
{'avg_chunks': 2.8, 'loss': 2.493864727020264, 'learning_rate': 2.6663718770727397e-06, 'optimizer_steps': 490}
{'avg_chunks': 2.8, 'loss': 2.3283230543136595, 'learning_rate': 2.6663718770727397e-06, 'optimizer_steps': 490}
{'avg_chunks': 2.6, 'loss': 2.5774823665618896, 'learning_rate': 2.6309971258014595e-06, 'optimizer_steps': 491}
{'avg_chunks': 2.8, 'loss': 2.672503209114075, 'learning_rate': 2.6309971258014595e-06, 'optimizer_steps': 491}
{'avg_chunks': 3.2, 'loss': 2.466301774978638, 'learning_rate': 2.6309971258014595e-06, 'optimizer_steps': 491}
{'avg_chunks': 2.6, 'loss': 2.0859735012054443, 'learning_rate': 2.6309971258014595e-06, 'optimizer_steps': 491}
{'avg_chunks': 2.6, 'loss': 2.4572362661361695, 'learning_rate': 2.5956223745301793e-06, 'optimizer_steps': 492}
{'avg_chunks': 2.2, 'loss': 2.2261843204498293, 'learning_rate': 2.5956223745301793e-06, 'optimizer_steps': 492}
{'avg_chunks': 2.8, 'loss': 2.3298914670944213, 'learning_rate': 2.5956223745301793e-06, 'optimizer_steps': 492}
{'avg_chunks': 3.0, 'loss': 2.4730576038360597, 'learning_rate': 2.560247623258899e-06, 'optimizer_steps': 493}
{'avg_chunks': 3.8, 'loss': 2.308955216407776, 'learning_rate': 2.560247623258899e-06, 'optimizer_steps': 493}
{'avg_chunks': 2.8, 'loss': 2.394730567932129, 'learning_rate': 2.560247623258899e-06, 'optimizer_steps': 493}
{'avg_chunks': 2.6, 'loss': 2.49652841091156, 'learning_rate': 2.5248728719876194e-06, 'optimizer_steps': 494}
{'avg_chunks': 2.6, 'loss': 2.479888677597046, 'learning_rate': 2.5248728719876194e-06, 'optimizer_steps': 494}
{'avg_chunks': 2.6, 'loss': 2.45122389793396, 'learning_rate': 2.5248728719876194e-06, 'optimizer_steps': 494}
{'avg_chunks': 3.4, 'loss': 2.6287001371383667, 'learning_rate': 2.4894981207163387e-06, 'optimizer_steps': 495}
{'avg_chunks': 2.0, 'loss': 2.593538999557495, 'learning_rate': 2.4894981207163387e-06, 'optimizer_steps': 495}
{'avg_chunks': 3.8, 'loss': 2.560450220108032, 'learning_rate': 2.4894981207163387e-06, 'optimizer_steps': 495}
{'avg_chunks': 2.4, 'loss': 2.4711920261383056, 'learning_rate': 2.454123369445059e-06, 'optimizer_steps': 496}
{'avg_chunks': 4.0, 'loss': 2.6220841646194457, 'learning_rate': 2.454123369445059e-06, 'optimizer_steps': 496}
{'avg_chunks': 3.8, 'loss': 2.662771701812744, 'learning_rate': 2.454123369445059e-06, 'optimizer_steps': 496}
{'avg_chunks': 3.6, 'loss': 2.955147123336792, 'learning_rate': 2.454123369445059e-06, 'optimizer_steps': 496}
{'avg_chunks': 2.4, 'loss': 2.4074098825454713, 'learning_rate': 2.4187486181737788e-06, 'optimizer_steps': 497}
{'avg_chunks': 3.4, 'loss': 2.46900053024292, 'learning_rate': 2.4187486181737788e-06, 'optimizer_steps': 497}
{'avg_chunks': 4.0, 'loss': 2.7190150737762453, 'learning_rate': 2.4187486181737788e-06, 'optimizer_steps': 497}
{'avg_chunks': 2.4, 'loss': 2.556545066833496, 'learning_rate': 2.3833738669024986e-06, 'optimizer_steps': 498}
{'avg_chunks': 2.8, 'loss': 2.444238066673279, 'learning_rate': 2.3833738669024986e-06, 'optimizer_steps': 498}
{'avg_chunks': 3.0, 'loss': 2.455704402923584, 'learning_rate': 2.3833738669024986e-06, 'optimizer_steps': 498}
{'avg_chunks': 3.0, 'loss': 2.8160819530487062, 'learning_rate': 2.3479991156312183e-06, 'optimizer_steps': 499}
{'avg_chunks': 2.2, 'loss': 2.3790027618408205, 'learning_rate': 2.3479991156312183e-06, 'optimizer_steps': 499}
{'avg_chunks': 3.2, 'loss': 2.5726629972457884, 'learning_rate': 2.3479991156312183e-06, 'optimizer_steps': 499}
{'avg_chunks': 3.2, 'loss': 2.4895260334014893, 'learning_rate': 2.312624364359938e-06, 'optimizer_steps': 500}
{'avg_chunks': 3.8, 'loss': 2.5745867252349854, 'learning_rate': 2.312624364359938e-06, 'optimizer_steps': 500}
{'avg_chunks': 3.0, 'loss': 2.581300973892212, 'learning_rate': 2.312624364359938e-06, 'optimizer_steps': 500}
{'avg_chunks': 2.0, 'loss': 2.3759337425231934, 'learning_rate': 2.2772496130886584e-06, 'optimizer_steps': 501}
Save completed. storage/outputs/xlnet_trainer_checkpoints/chkpt_8000
Val Iteration: 100%
1532/1533 [22:31<00:00, 1.13it/s]

Validation loss: 2.4183946151237983
{'avg_chunks': 3.8, 'loss': 2.4913022041320803, 'learning_rate': 2.2772496130886584e-06, 'optimizer_steps': 501}
{'avg_chunks': 3.2, 'loss': 2.4872106552124023, 'learning_rate': 2.2772496130886584e-06, 'optimizer_steps': 501}
{'avg_chunks': 3.0, 'loss': 2.241142249107361, 'learning_rate': 2.2772496130886584e-06, 'optimizer_steps': 501}
{'avg_chunks': 3.2, 'loss': 2.6511598110198973, 'learning_rate': 2.241874861817378e-06, 'optimizer_steps': 502}
{'avg_chunks': 2.4, 'loss': 2.360122632980347, 'learning_rate': 2.241874861817378e-06, 'optimizer_steps': 502}
{'avg_chunks': 2.8, 'loss': 2.3661927938461305, 'learning_rate': 2.241874861817378e-06, 'optimizer_steps': 502}
{'avg_chunks': 3.4, 'loss': 2.480429768562317, 'learning_rate': 2.206500110546098e-06, 'optimizer_steps': 503}
{'avg_chunks': 3.6, 'loss': 2.4702585220336912, 'learning_rate': 2.206500110546098e-06, 'optimizer_steps': 503}
{'avg_chunks': 3.4, 'loss': 2.3910855054855347, 'learning_rate': 2.206500110546098e-06, 'optimizer_steps': 503}
{'avg_chunks': 2.2, 'loss': 2.5022783279418945, 'learning_rate': 2.1711253592748178e-06, 'optimizer_steps': 504}
